C:\Users\calle\Desktop\Grejer\Self_driving_car\data\IMG\center_2023_01_21_12_38_10_999.jpg, C:\Users\calle\Desktop\Grejer\Self_driving_car\data\IMG\left_2023_01_21_12_38_10_999.jpg, C:\Users\calle\Desktop\Grejer\Self_driving_car\data\IMG\right_2023_01_21_12_38_10_999.jpg, 0, 0, 0, 7.823725E-05
C:\Users\calle\Desktop\Grejer\Self_driving_car\data\IMG\center_2023_01_21_12_38_11_104.jpg, C:\Users\calle\Desktop\Grejer\Self_driving_car\data\IMG\left_2023_01_21_12_38_11_104.jpg, C:\Users\calle\Desktop\Grejer\Self_driving_car\data\IMG\right_2023_01_21_12_38_11_104.jpg, 0, 0, 0, 7.866157E-05
C:\Users\calle\Desktop\Grejer\Self_driving_car\data\IMG\center_2023_01_21_12_38_11_210.jpg, C:\Users\calle\Desktop\Grejer\Self_driving_car\data\IMG\left_2023_01_21_12_38_11_210.jpg, C:\Users\calle\Desktop\Grejer\Self_driving_car\data\IMG\right_2023_01_21_12_38_11_210.jpg, 0, 0, 0, 7.826097E-05
C:\Users\calle\Desktop\Grejer\Self_driving_car\data\IMG\center_2023_01_21_12_38_11_313.jpg, C:\Users\calle\Desktop\Grejer\Self_driving_car\data\IMG\left_2023_01_21_12_38_11_313.jpg, C:\Users\calle\Desktop\Grejer\Self_driving_car\data\IMG\right_2023_01_21_12_38_11_313.jpg, 0, 0, 0, 7.802064E-05
C:\Users\calle\Desktop\Grejer\Self_driving_car\data\IMG\center_2023_01_21_12_38_11_419.jpg, C:\Users\calle\Desktop\Grejer\Self_driving_car\data\IMG\left_2023_01_21_12_38_11_419.jpg, C:\Users\calle\Desktop\Grejer\Self_driving_car\data\IMG\right_2023_01_21_12_38_11_419.jpg, 0, 0, 0, 7.806302E-05
C:\Users\calle\Desktop\Grejer\Self_driving_car\data\IMG\center_2023_01_21_12_38_11_521.jpg, C:\Users\calle\Desktop\Grejer\Self_driving_car\data\IMG\left_2023_01_21_12_38_11_521.jpg, C:\Users\calle\Desktop\Grejer\Self_driving_car\data\IMG\right_2023_01_21_12_38_11_521.jpg, 0, 0, 0, 7.782047E-05
C:\Users\calle\Desktop\Grejer\Self_driving_car\data\IMG\center_2023_01_21_12_38_11_624.jpg, C:\Users\calle\Desktop\Grejer\Self_driving_car\data\IMG\left_2023_01_21_12_38_11_624.jpg, C:\Users\calle\Desktop\Grejer\Self_driving_car\data\IMG\right_2023_01_21_12_38_11_624.jpg, 0, 0, 0, 7.834494E-05
C:\Users\calle\Desktop\Grejer\Self_driving_car\data\IMG\center_2023_01_21_12_38_11_729.jpg, C:\Users\calle\Desktop\Grejer\Self_driving_car\data\IMG\left_2023_01_21_12_38_11_729.jpg, C:\Users\calle\Desktop\Grejer\Self_driving_car\data\IMG\right_2023_01_21_12_38_11_729.jpg, 0, 0, 0, 7.99505E-05
C:\Users\calle\Desktop\Grejer\Self_driving_car\data\IMG\center_2023_01_21_12_38_11_832.jpg, C:\Users\calle\Desktop\Grejer\Self_driving_car\data\IMG\left_2023_01_21_12_38_11_832.jpg, C:\Users\calle\Desktop\Grejer\Self_driving_car\data\IMG\right_2023_01_21_12_38_11_832.jpg, 0, 0, 0, 7.855961E-05
C:\Users\calle\Desktop\Grejer\Self_driving_car\data\IMG\center_2023_01_21_12_38_11_937.jpg, C:\Users\calle\Desktop\Grejer\Self_driving_car\data\IMG\left_2023_01_21_12_38_11_937.jpg, C:\Users\calle\Desktop\Grejer\Self_driving_car\data\IMG\right_2023_01_21_12_38_11_937.jpg, 0, 0.2959686, 0, 0.2255705
